bmrb_id,candidate_id,mapped_target_rows,pdb_id,retained_unmapped_target_rows,source_feature_sha256,source_feature_size_bytes,strict_target_rows,structure_nan_values,validation_status
11371,b58971040c790dd42bc82bf2e62f718db97e0da3262d8e4c9f1a6301f8a75aa6,92,2RNE,1,676e09d12ecfc4300b9df83a06466e5d4792c021c5c8b849d12fa8d71e81c062,10571,93,0,passed
11372,b73f834a729ec3f41b02d9a093de4b0b0a2058286557fdab4eb14ff9a678e08e,94,2RNE,1,e0bf09a24753acdb7a7612d2fabb56effa5c1661a2acb56dde05c0fdf51bdc31,10787,95,0,passed
11373,4313f4fa576818299ef1cd63465ec9cb174afe92ea42d67f443a677e6fc973db,94,2RNE,1,2867289b403a9fc8d38cc0006fcfb352c8d58bf13b84b7f0c9fec83a6f341258,10776,95,0,passed
11374,ae0acdaf5e9c8eff192222c59ff181e0702f88cd0dbc2bb9f7a25e9431398c0e,96,2RNE,0,73393ee53555c1f2b041bb66467d99cecf928902bec540f44fc48e148e837430,10813,96,0,passed
11375,4870b6d7ad14bd8bffaa75fb328e9aeb4be809c54c9ff0fa7c9f1aac232e339b,100,2RNE,0,1b8441d571fc6853a2e3afc8bbcd82ab997fdc813ae4026f74b38894a5803683,11164,100,0,passed
11376,dac77bac46535650c58dd44632ba09a0add9e10aecfc24712bd9146311b5ee13,100,2RNE,0,69c445259c07096982b9cfd103e6bc5846cb0612b0cb39d52df276f89e7783d8,11158,100,0,passed
11377,17ab64d8257a328b016f57b7a113f9803f71e499169582be6b1a3db36144709d,49,2EPP,0,feff1192847b19a85b6fb6ffb4e80fd7c84e69b4947999c5ad012d3c11c3c50c,6012,49,0,passed
11417,fc3a76c99800a6e0f7ec269b8f4816549ba84cb74c5bdc121b67241ebeff45b6,80,2DMX,0,d2dc0dcf627c9a5220de0fd35142b720199b0f45050dcac2223a1e2437308c5e,8965,80,0,passed
11422,3d466779d587a084244676342dfaf1f126bcbdeff65fb0c481650872df30a5cd,129,2RRK,0,4cd1f42b8582b73a117cbb5b6e2eb85ae947d8c8f39deb7170e64848e601a88d,13852,129,0,passed
11423,20499119ef1291f29b9460082fd86bc88fe4fa231d54f256797fd319e7aa486e,146,2RRL,0,7c03541d957abe4f1dd9d099adde6afdcdc8d4bf48bf409dc4f2e054a2ad57ac,15648,146,0,passed
11424,75e6d84d1ba37b36992c5b2df1b4776d3a2282398b2ba6e746dcbf3549685dcd,86,2RRM,0,47a1948fc0b5e763711420b61aa81758fa5f7440d7c47562305e0ed2ed3ecf9d,9526,86,0,passed
11426,5e0ed80bc5ef4ca9bac3560d0686fe8a5ee4ddde85c0f95b23137eb50d1d7667,86,2RRN,0,b5a0cdd02277eecbdd313ebd351d4c79f449cca9096073bac8882a10a743adf1,9713,86,0,passed
11440,64889eeed61657daa0b9e3f68c64fd366b1fc55caff67a37089881e100fa093c,65,2RRT,0,6259a3804d1c07fb430cefa17c774d5e2fcf4670224a56f1aca9d597024260f8,7525,65,0,passed
11443,419bfba7efc06d093b5f01d31560cfeeae54bbaf7bfce4094b10645fe348fd92,50,2RRU,0,12d9d4406baa7e035e6888e92e4cc2bb140d8aa4841ab8dc372836403376d52f,6078,50,0,passed
11450,459457c2c10d991409e473ffd4ee8e44ae09e0047f81d7a8e6de75ddd96be1c5,80,2RS2,0,c545ac39c19dde125e04d3da7446ba5c293c56251a589ea577f5accbadc52a6d,9166,80,0,passed
11451,5ea85b369df830af82e6654aa1dd8a3e9372aa9416cae9fdab2405cefc843669,158,2RS4,0,9195bc80f7117fb34bb630455d8f9683083992eec47a1177509975b0cdd59eaa,17061,158,0,passed
11452,696fc19796cbd8de9dc895621e2765c5c3658ed7bd526abf2cc5a9ddec70d401,41,2LIY,0,0b36cbb16b6e216cf278693d4f15bd1579c5f2fe30d73575e8502784fe1d67cd,4991,41,0,passed
11456,cd6974174d32bdb9782e35bc36c0f24961498fbd62a52657760356b1b467ee43,87,2RS6,0,6de182724cacc405561b0282d41c351764b4096a9c098ed623f7907b6b06af36,9790,87,0,passed
11457,1aa62e0f83102eeda0d4bab72ec114ea776b4e595076a2e0f4275c944506faa1,106,2RS7,0,353404e02e8e8aad63814993df1f7508dda808faffaf9169cc9814cc12f2f591,11894,106,0,passed
11458,e6639074ab42e9faa4eff0682a80aa2dd9f99459795e4e4feeb1bd62ff7259cc,71,2RS8,0,6639ef6fa0c671e0e11166cd1c41fa39879040ecd8fccfcf4d0d400da594ed56,8325,71,0,passed
11463,f569edb2d6c2322f9b3f21d83144f2cf60cf66d1834f996886b3acf0576ce30c,111,2RS9,0,1efb95d1a172884147a9986b701b6d63dec0590dfb3414f3d0a6b45ddf85bccd,12373,111,0,passed
11468,5970e8bdeaa7025ece559c8ff6e2a15574ec7dda5c303e9829f7298f8ea303f6,117,2RSC,0,c2b9187092865df35833b0767c18dd38539dc6dcb567401b6a38ab887afc67f1,12696,117,0,passed
11469,407b66007ac3c3220bc85b5855971299c2546c097a34aa61641d9c99fce33642,61,2RSD,0,1270b0db9f8d9e4304e82bcd9c2a4d232707ac6b0d979045d1796d0947471469,7290,61,0,passed
11471,2433a59163910cbeb1f4eeff581658a62dd46bac69735882c327db66a9a75e82,97,2RSE,0,82ef0221076764dc75d321822af84bb077713ebed4e25c68cd256cdde6eadf01,11012,97,0,passed
11472,113913b8f0b6f843dccbeb369767bf21580d2cae724982061aeea1eb998435f2,95,2RSF,0,4dfd79bafd1fb78be973876d079861de1ecc6e93b4ced57052c815f0b4677211,10465,95,0,passed
11473,ff99d9c4e03da722ab44ec868d1e6175fc8b8048bcf7a8837f14efaac540bfd0,84,2RSG,0,8155c704a5197783ac8d2f82daa4d0d086bab04df4e25858c4bd271040a8d388,9591,84,0,passed
11487,4a38d9015ce99fa1a0c60ae68a53fb046fec1563038807d25c77b62c2d4736f3,77,2RV7,0,50b4bbbe8b88bf3d7dd4a746bd680db1c704e3f6eeb5732c1c88ac8ff3b53f87,8729,77,0,passed
11488,b61f9ec8235e2e96e8ba06343e61bd86e3adaf5a1ce67534e52372c431665a55,81,2RV6,0,1c4aedea963c42dc070d82c76ba74129556ebfcb765992e7fb10ea1b95a61587,9122,81,0,passed
11491,64a1c37196a98325b2e35496e132bba323e97f3e15d17ad890f345340d27d4c7,92,2RSM,0,063b0568a01c0b664346d6419b94951efbd9ac8f22d062356a8bec50b70b0676,10181,92,0,passed
11496,b70b32def7f4a8559e8d3a07cbfa9b3989e046f9a8082999bd37baacd123555a,71,2RSN,0,8d33437817c4dead0e087249207c004cb6bb9a729ab024070e1de0925a2931a3,8031,71,0,passed
11497,b75f55ae82e764fdf8031337d7ed002be5212839ee6aad495883a3c425e54cec,84,2RSO,0,2e93b3a571f148cd4e5583f43e2363db48b27992e09fdd4654b7ab55cacedab8,9396,84,0,passed
11502,5ecacb5ade6dcd3d5edd3002b0b97b7491b0a2c7a3d7b4abb79a2f1721f048b7,70,2RSQ,14,0f5c585b5b0926f9f6af60bde6f65c82a9322f24f5895541fec19fd2dacbe6b8,8761,84,0,passed
11504,2f22136b0ed16dfeb7edd6004cf458653b4dd721be0788ae377eb175be181d7a,153,2RT5,0,86f792fe4c5e2e0b281c9678542005c6fc3f3c8edc7876beb5c089ed076ad47b,16918,153,0,passed
11505,6d9dafa73531c3344b0881e9fd80c1d50f8e014eb8f41cf7935ecd75bc43a613,71,2RSU,0,3205c6e772b40037428e6eb57402b047385935052d7813d15c10367f3b80cc00,8139,71,0,passed
11506,9e549863ebc9fee562bdc123dafbcf8bd0418b362429b02d5c17729f2d78fae2,343,2RSV,0,d91c3a4c69141749557a3dc4445c7888137cc8b8fdab88989626ac7580d41928,36384,343,0,passed
11507,0e473d98fdb1a41a873e488e3fcaf163df10416d5862f7d55fbee36f94e45a42,144,2RSX,0,9e937415ac3a421c3daea22bad95d6449b9fe826e7ef041c49810ad2a9e8413f,15719,144,0,passed
11508,8375ce086877542812ced11bea6892001e9544e18ab8cb4a5ed53a7b909800e7,92,2RSY,0,ecda0a36e8576e7a2290c33531cb58e3029cdf2eddcf455232d27518061f26b6,10495,92,0,passed
11523,158259d8559938407e48f1f9d7e8e86f06b45652f6657a7c480efc783410b531,92,2RT3,0,320fbb2772431d16fef1040df298031a8132832b5ae55bc5be07a14498cd7563,10462,92,0,passed
11525,80f3b3d19c2791ba0f71795bae12d4f94f7a4c8b59c50ca7576cc4b2600c530e,93,2RT6,0,3fe659b8075373bace1296ba836966beba05bdd067f05a38a7f9887f400f2545,10326,93,0,passed
11529,251d98ed9048c13b06535d596fe7d2bed652efc8adcca01bbce1dc647c4b516b,47,2RT9,0,7f659d4e7d947d422ca1ae3309c084432aa875ab2de5e97834bca4343c3b5038,5803,47,0,passed
11530,b3a2cca0363cfde12a5a7470e1b4727e270ba9fb882dd962e82b289e4f3c4d52,65,2RTS,0,5dcd943d6b419f44c0aee233725d5dad1a47f49d05d0510302815828692189fd,7598,65,0,passed
11531,4a4d2b921a507d6f3b76d55e2b315b1d3e40b0cdd727f7b9f19b09ef2ccc692f,99,2RTT,0,4af7c5134d44b66a21566c7cea90e3416c4f1968712911a952ba72ef44cab6ab,10872,99,0,passed
11532,bc5bf58bc574119582d72d48059973a0902fde60afb2fc435076840f8344625c,79,2RTU,0,bc65b509dc29cac139ff7211f049a130f4225e21522396be7b36b1687c932e0d,8958,79,0,passed
11534,7b0e33dd3f6b1036cf9fe9abe20959d9a45899f49d6d6cec4b324ca5b92d4133,112,2RTX,0,fb3318410d018360905a66ae022f0ce4715afab3b0e3fb103fb8cb6ca4b19a48,12331,112,0,passed
11540,413dc69ce0dc06400619b218238752f63500140dd1824249e8edff95d7290426,62,2RU1,0,7ae29ad04ff979ef56dd6b453de54f37b2ddee0123bc695b31b52b9e60849745,7177,62,0,passed
11541,d736ba2e47cd1ea9583285211c08bcaa4d16fda63c1438f517b623b2943c1c7b,89,2RU3,0,16c1cdbdbb8f206bf72aadfcfb718d4698e28d39c3532dc98f18804a2d66db51,10202,89,0,passed
11544,07e59728ea0a1f3832f7653429accdd0334f15beed24fbfbd891f73ddc0fd9d0,81,2RU4,0,42027600440e918e0fd5edda13b6c81c153b61868d327f7a1553babc7ef509bb,8947,81,0,passed
11546,c8ab995c77a62d291b4f004128fb73ee64561052feead3a5620a5984485bd57b,138,2RVK,0,5aa1153086321e84d8b45aeac4f68d2459aa13d130fab1caec2f9e8fe739f903,14755,138,0,passed
11547,e0a193cd6a921d83c47eb3fce205770d23e9b17150f070ec69ca39bb8d30ac10,71,2RU6,0,8921757ce729e35661520100e28359b82334f814e60078c5de94135d67876c77,8124,71,0,passed
11548,59cb820df6b4e2f854484e4fc7419f4c8659ccf189956144e79ddf85f31c3cb0,64,2RU5,0,265a1b81d15a5f8e95180a0787cde6fd0096b2bbe9445aa63b18c26aa4c34bf1,7429,64,0,passed
11549,03bbf4ebfd7478ff0ef811e8ff4c3170d18409e5af41ce97acf1070582e2d210,84,2RU8,0,0c0804d0e29c78694dbdf657df136e3714119d552a6815bc17a87a8540e080b7,9528,84,0,passed
11555,9340b8438bcc33d2e82f29b56b771ec9a841554960d93053a07ef45f207804c8,63,2RU9,0,b1c9b80d6d0a9ecb979043ea64ad3d8e4b43865fcdf67b835bbe4d4954794484,7285,63,0,passed
11559,027c116eb5edb885357696cf108c81053bd04eaea7ee81c15a996055522d96ee,109,2RUC,0,e8c3008b623c83939432e3086e90e949b8b8ffd16545ff9ebd8051e7046e88fb,12145,109,0,passed
11560,49b027a2eda47ba2101fbbdb3307a0a5b88fa5fd29eea2ecafeb9ca331fb6300,108,2RUD,0,074569582cac938b621272f461d21f26cabc5923d0b8ce8c4ccd95fd2dfd5c13,11987,108,0,passed
11561,46df4dbbead49f30087171ed97c9d493946bdd9c26e14897eb36ccf99cb83f2d,103,2RUE,0,c4e30976afcb69510231e748ae1f9b4e1fc2806810b1f3721bf107db8b7ca0b4,11516,103,0,passed
11562,d01833aae4f76358d3a6be64d5f6789611f47f1461e9748c931786770e130c1e,108,2RUF,0,a282fc44420b47d0b7e5fc6e267f46aa4db2b26b92b87d93e3941d595372ed0c,12027,108,0,passed
11563,8e85c6a52a5624e81fd242264a0c998357dd5b47fd11c6f1460d9835836b5918,97,2RUG,0,151270781571bd69816a5cb9b7bdd84f8097ba2675198ec1172c50c430c1f45f,10972,97,0,passed
11569,cfdddfb0eea0e7b5e0ab8fe077e826f1d6274fd06e438f3c3236a068913fe155,112,2RUH,0,b06d15e6872ef058b588fc64dec58f6c237c5675ce158cc326684dd92c185042,12408,112,0,passed
11570,7dd2a9e5a3b45243776f4640dcc64ef11e35860bf61260c0bc3387c9b96ba6ff,143,2RUI,0,1ad644e1f0056861cb5462aee7588fb120d60e1f4fb49755f580e630ae7de682,15715,143,0,passed
11578,063c2915dc88fe8cee82d05111c0faaddddc90bb34f8b89b255f0c8d6e6d6db7,104,2RUK,0,765b85aca98b423d1efc431bbc2d2444bd7757eee6e2e6d1866dd328fc3900e3,11570,104,0,passed
11583,dbc6dd151ee22a46f3815bc02b3b8daf5ed4561d3aa4720054ee57a2f813577e,52,2RUP,0,7ecb58c025dff2a4966e3bf8471187c7818c63ead288951f1de3ba2d8d504bbf,6325,52,0,passed
11587,106e2e7c654b7c6ed14993a7842b29bd35be1e005a544e41d9596cef40d7407c,107,2RUQ,0,b1131bd3620dbf9735c6bff09ae242c888f73c3c103caae564037886b3e50323,11887,107,0,passed
11588,a841b0ab6d4a0e57c6893eff4242b4df836fd14765fcb895d7cd42ec23a1cf7b,108,2RUR,0,e1bcc7d1a3560ec6a4d2c5809d99eba956e2a7995574dc3c4d383b06902ca843,12027,108,0,passed
11590,f360c9d9bdeb541112c8d6f9747de323f1cf47eec96cfd1a30297e7be53576b8,96,2RV8,0,ae1350bf604874e4e328517769ccee6ddb701f849ef74fb571d988e4625a0610,10627,96,0,passed
11591,4c6c74397e11f184ea9e600a97dac7c0400ce640a5e9538deb633161cda43c54,123,2RV9,0,57e3f127e3a20e0c450c6a7d8b9cac20dd6d1c05e5c206edf58ca3bccce56da2,13337,123,0,passed
11592,3200b08d77d1a358750e3abb52771bac5930e614c6a43be4cc32280333337248,126,2RVA,0,2d59b0f56df3f8134c1054550c15cdb9c95b0fc1264d31328b213e5e62f37fab,13896,126,0,passed
11594,eb9469f5df55803bc8a983421aecf39cafa429e104c13c732dc7c8d161e08c8c,104,2RVB,0,c450b05b17358961485dce7714bec35e5e20c62d0ebce6260025f85d7e3bbeab,11578,104,0,passed
11595,f53421052131d532c09bb0372aa740800e9578e67f00551598f62663ecbbc6b6,59,2RVC,0,f45011306b157d1d714e311693cff6ef627c100f41532a65ce3882830d13a867,6838,59,0,passed
11597,a5f76b5989d4fedc396ec60d5c9d9c063035177f757915b8d2434009176fe676,93,2RVF,0,5b174b58bee79a612a86be6d8c9a4688b0008b710d8ca5407de95e11e557e179,10440,93,0,passed
11599,5b11d9ab0bcbf394f52567194157dcda366f41f6f1e16abf3e1918cdde5420d8,97,2RVH,0,e9ad9521ef7a45665e0a377a8a850ea8e3a06da38ddc6ddefe69ce4c9145ef22,10738,97,0,passed
11601,0c63c211aeddf8d41a412458ef1cfec3ebdacd99900d523fee57fa81b635267e,97,2RVJ,0,1b993297cb4d45ede0f011a99d77a0ab35875bb1b1c8185130edf3b28d8e392c,10863,97,0,passed
11604,9f822160d66353d218dfce83516ad3e1038e1f498c0091f63c40b4dd8a6eb401,78,2RVL,0,309ff4fe2e1748694675a76c455a6f7f456dad0768f117bf8ab957d9a78e0575,8877,78,0,passed
11605,85c6b3f821f0b643b5684bb2d122ee291b727a2107fb2c94cfc38348a997581d,74,2RVM,4,eb0d7ee1ed18261567e1dc67df90176afbc09a6620523821098aa46908353bc7,8813,78,0,passed
11606,b716bc1739942d186893fbb1a6012896ec8222afd82cff4a5dcf2271f2e81cfa,74,2RVN,4,be3be208c6f959865cf1f38d92f5eb3f36b0ba0d2daee8ca353fe348ea46b97c,8784,78,0,passed
11609,a4af38d1e0666e502ea5aae7661a62ced2483585cba971311a7117035e79a9ad,123,2RVQ,0,cd61b1fa721e85ff1c4bc3e64d968c2b46b593abc6086ce419bfb314a8ec7919,13435,123,0,passed
12032,2c86741d507f7113607f18857bfbc12d55ec65a77fbc400b886367e59dc6f221,109,6NU0,0,61883ede6d87b945d8dbc8ce9be30905fb7d474aefc63c5be104a61b2f9ac56a,12309,109,0,passed
15001,fab3b1f5a9b4321ee9ab2bfaa7127e9d234669a8573d045498db82366db5a52c,134,2LD1,0,ce61f1f174762959059f1c9dd0ec656cdb5765789d8e15d99b32f7276fca2440,14742,134,0,passed
15007,aa30b637f664a8b2820e9ea7e81b33c777424ba1a99faeeb866a7e086e6a428e,82,2NPR,0,68b3a656a4142fe2c47d2c58a5999b4a75c065828eb45325b0fdbe83376430dc,8970,82,0,passed
15013,5c137ee432377ba886107dc33737e7d0a40541b01b6ed88e698601a3f1fd738b,68,2JMC,0,1b6fb82c3e8a8733470b3d176dad31b67ebe39f45633d3c27a609a2ee8a56237,7916,68,0,passed
15020,9742be264f9ae9ae95720102a57c85a0569c4d176ee34b035aae49a3c7b08ae5,123,2IFS,0,8411da0373835f48a5c14131956bf9729248c47adb6f1c945aa0178308aad7a6,13822,123,0,passed
15023,927b2e9e98468b1b27857764c789456443d2fbcad483378ddf2c730cf362a858,69,2JML,0,1f81012816cfb23340a5deadccab0946aae75a40c55a51b9fa4a0944cb06e4ac,7815,69,0,passed
15028,f959d6ede58f2a311eceef6c02f52ecc95467682311095bab7072817df236ef2,128,2IPA,0,570867d7c510b7a597066dbc592fe83d6bf2b10083fcdf7cae2a66fbf737f664,14023,128,0,passed
15032,8e51e1f3a3e29fc887e0d5402bd0b01c47af9ce175fb657726b9be3462487116,161,2JMR,0,98bd5022b2e65f9378d3a9297da3cfa4e72a061d10b20a0feeed8f53474d26bb,17172,161,0,passed
15038,20e9139dd8dd20b0723a89dcfd2381d94f63b9ee1b14701f89ef497e56dc5113,122,2OFN,0,28a63f8a53d22e20123709a0a5387425ac1a479d4abfe4ccd8bb75714147f3aa,13222,122,0,passed
15039,5bb7bd4f166cd323c88b7570df12fdc944b2edf5732f9b43341f4dce732dd177,108,2JMK,0,291da24dd8f5ab8ef7a3caf43d31671d786aaac29fe0a137eb32c3722c3de2fa,11732,108,0,passed
15045,1d8b12467825e7809f8d40ab17f3d6d0cceaf0f6fb5589aefc93ed0c63b126e2,110,2JMM,0,5b48c992d583caceddf051b89ac45c3989f21407eb589c9744a442c298723f8c,11782,110,0,passed
15046,eac2d0425cdd6f4ea1118aa3bb075473ac11b20a2d420aaa8349051e8fe85b46,92,2OV6,0,968df9dbab4d7e9072c5cafa5fa44dd749ba5d65e49969ba993d0a4faa046e7d,10126,92,0,passed
15055,7f994eac47815a179f08684e1a89f48685cf9c45e325fb2eada844570fc70423,99,2JMP,0,90fb98f56c95b98f85ab6674fb1e1aefb2f3828dec6982a9b5073634c9583871,10495,99,0,passed
15063,2e3b35d84f85c9d9f5401d1c35b8fe9a593bee7ab2211c02a67c71e75faae403,210,2JMU,0,ce7186c801fed61a109dcce14e8ed229eecb27346f59d76be9ed6845ceb57db2,22235,210,0,passed
15072,a31e89c47b554a8ee4ced04e6559715fd60e08d59606d85a17eb07ffb067bebd,92,2JMX,0,b3ad0a887e0d53aa6428c666ed312ab6976289eb577008c68cd4687c97262881,9860,92,0,passed
15074,49e42167dc422da037d46ea61eaaf7bf1f92bb26739af2311024c90329956bcc,74,2JMO,0,ade5f5a8d5ca703db72ae87c59ef10e40542374521ea3164efef645745cb90f7,8188,74,0,passed
15079,a98d25c863c31513ca7350a6cdfec4bbe11379117161560e5fa172420ddc46b5,43,2JN0,0,df394e371c945a828be25da4e13b0aab69e300a15c97efc566cbaae34ae11718,5245,43,0,passed
15084,0c69f31642dbf50450a157b9f628326ed11685f703eaae2edf27262ea1bf8c13,119,2JN3,0,feacc62c6c87fbb4d606c49aaf9568119fed207544bd59718856facb7d01738e,12561,119,0,passed
15085,be5cbe84197a8357a7dc753b5f20ead9a3835069055425229bc9600bc6d39ef9,58,2JN4,0,e93887cc464911493e62c2dab0e77a8daee245fd0c5c4bbd42c4e7ea9ec3b996,6865,58,0,passed
15086,7e9b0a647bcfb561279dcef1d034c40fedc55cf04aac26876dd9ed615b147de8,93,2JN6,0,e96b68217a22e9923af7771b013a761300c23c1fe6c105aa49be59a45294383e,10318,93,0,passed
15088,35233252e0e6d0abecaf3ae5465a310dfc889bd065a7d4212b1842bd5f006c7b,97,2JN7,0,c29c2be3339884347008fe7186fae28676a760f83d7e6a50220a2cebc2e32b59,10773,97,0,passed
15089,56c773a3653e3e93c2c4c431441b3f1de8a2e6063ed22b447db6fcc51f732e8f,96,2JN8,0,437939ce8aeb98188c500cc413c7b4413057bc00e2d43060864ab7f22398461a,10589,96,0,passed
15098,8ba178b14349419e7b2416023366b5807134ebae7c6ea0d6f8b8eda4aef05a03,48,2CKA,1,c82691c52130480139c8f01ac040c5f0f3f277e61a9e9ee240ae780f638241de,6106,49,0,passed
15105,ae82f575b975af46805f7e6ba7c42da6226103114ec495f8647419f04367def5,47,2IKD,0,d9f7e44f8b24fa636ebad6bc412d410038166ba59170230e49284e2b1c7ee14e,5628,47,0,passed
15106,aead84e475bde8148662ef0db9981d7525b874be1acd3ff93cf1c8c055265dba,48,2IKE,0,6571a9ac8adbf8d2240cc510a3b5414fa1d9bc4daf57053712015b9e16531620,5695,48,0,passed
15109,521761421d134172d4e081787ebdad269213a879e5af0b36bd4c164447e2c90d,70,2JNG,25,c4f7e7a0e3805c3193228ea42d62e8cb6b5a9e1debbd437972710fe744e3a26a,8896,95,0,passed
15110,cd21a5a1df760a8e944a4e15a7280163b10637460f7f8f07db7afe01fe58aaef,70,2HDM,17,23940346e753fd53336ca97baca88113e7d25f8a386a1960890e892f68d02d96,8567,87,0,passed
15111,58220eacf463de0467f32ac30c88bb8716be891ca819f43b5ebed7bb543786ae,42,2JNH,0,b76fb390a92586c163ae70f7af31a69a8c646e631a62be21bb8c266827527fa9,5186,42,0,passed
15112,e7b498279e833df6cb43e57c8e566222c86af2f9964a4bbbc61b8f7f0295a340,143,2K4W,0,5d0297693157dfd311596d1c01611e14409414f903df253bb01eb9c71a7ec53f,15516,143,0,passed
15120,75240889d65ff9479f1316a04d24b7419b601465b1bcd2024d651d4e0d9cce2b,146,2JNP,0,c93e152a44ace4fe4fb4d1ee2ce0884e31e83b2c49c5baf394a88d77622a2ffd,15746,146,0,passed
15125,38f2541bd0f73ebb1bcf5ca8f724ac2c6a2420e3fa7da4b17a206a31eecd8fff,80,2JNS,0,4f79d821fe8efdd97b3450bd4c6ddeaaf43e1116236ac5678e9655ab81358892,8891,80,0,passed
15126,9f3b212e15ee471bc04e61c1f96296eab7f0292ef20f7b3f9e78337794b107a2,140,2OQ3,0,55708d8bd2e5d7eeb682983a573ef4885abb2ab946d062b4f1d83becb88ace69,15204,140,0,passed
15128,02d0b19888832fde2c610e16bc4116e460f9a735dc4314c3b7297f2ddf92aa8a,127,2JNU,15,46d772eecaf6753a523fad563548d7a90a836f785847a8b911fc89eb07ade4bd,14382,142,0,passed
15133,64ccffaa42ec44fdb1db022acf69252fe3e958dabc117c2c186ad1bb27af1c0c,55,2JNY,0,86bb18460179f587dca943dfd6697a6b92391d8845a6b8fbf90e0f21ad23b4bd,6449,55,0,passed
15134,f8d350c794d878e5d3e025cbe3584dc87017b25fef7a15690986bfd4f17fb384,89,2JNZ,0,7ba607ff6cc79cb9faa94499842b654859b23509080548baf4b8872967337d0c,9861,89,0,passed
15137,355e172b77ab80017212deae4c492428078a865a29119580c302415f973ea754,61,2JO0,0,e9d528786ec89f581003f1f635387936d19fcab5e5cac9b34c25386f99ce9998,7120,61,0,passed
15139,97d772b4c9b0a0a7171bf2a230b2de4907ff5ef0ed83e1c2cf6773e57b5c38fd,102,2JO6,0,6a6649aa03f99d92d923965c32fd5f031f85e452ae26f6c6eda13e4ed28509e8,11070,102,0,passed
15152,dc534f4c73cd486ab3a8ae38f8c22900f90266dcadfcfa31c44cade78ad64149,85,2OT2,0,c2c1ea11c10da06d1ff904bbda4247e820760dea08886b4b65f806d522f3709c,9410,85,0,passed
15154,dad8b9c30e0b1c9d0edcc70eaac04bf859da3036ecb1bf2133bdf2feddd48039,96,2JOA,0,4c606571260d30d2f38595eea0d8dd67ca7762f841736880eeb7db9082f7e248,10807,96,0,passed
15158,b5f78c11f6f017a89654ce75256d0dd6c7f4709d42d5963f909d8487abd02fc7,214,2JO7,64,52ce08f15bc91bc48a8a35c119884c57e33924803abeba09a4b6f66a603f3ae4,23917,278,0,passed
15166,1701fc530d3a3f4fff560d7ffe2b06dbdf5e3047f2ea4fae8998898df3830ff6,78,2JOD,0,f512141aceff0c31cdd601fb12f3425df327169e90637150429656e91b187559,8990,78,0,passed
15167,fc1db3fcac7d60397c98a9a94561891a5f7fe8132a3edcda46cd01797958a4b0,137,2JOE,0,74406d69cc2a4c57af316aa0f0086cc4fe3fcd4849e8fa28af1514cf4a05f81e,14517,137,0,passed
15189,094e9d7dd9e31033f6ab35cbed62c217e3742194effe195375fc138ca2d8da03,101,2JOP,0,53f0d247ecf2af394b041b729dd94fee632b7ad9c80465ae160bae4957acade9,11368,101,0,passed
15190,97ee0940e1b6c708aa002bc397c896cd1a0438757cda551a96c3c6589cf0587a,80,2JOQ,0,a94331cb57611e731c9c30d74d85a2879e6fb9bb9483e40283356a1904178ab7,9073,80,0,passed
15192,227cf657d168118d5ecb591c1f5c15450d5ea12f76383ddd1193ebc8da9a8af9,74,2JOR,0,cb745b6a28c632e333f0a900ef09e8fc89ff484f4539279b8a3035b40e062de0,8432,74,0,passed
15203,4d258ff74eab2f71363a51baeb093f30e967c24ac4436cfd142ce14b41b91efc,73,2JOV,0,f6f4d34d8aaa44e7e9bbb10c926bc3d87505b6c4e44b3c2c7b7395e83b8ec6b9,8157,73,0,passed
15206,a9edb17210aa947d73a9e95524a2e012a73a884b9235015bc08ea48a978a905c,70,2JOW,0,9215583ee7f1e0b08410b0eb5f6644bfde5f20a0b0e6c86ce69e5cdf80dd0412,7983,70,0,passed
15208,02bcb735eca0076680c1df47dcf1d3b9075dc3fdd57806517ffe1dfa270c783f,101,2JOX,0,d175086eb6964dd9ef18496132295ef4b18df901c26bd37ef0d270432f938790,11267,101,0,passed
15210,37b755511890cd099caad455168dbe0151182a25aca68fe9c6855c7f8a77a26c,91,2JOY,0,291c4f70424550fd296a95359d4926f739812c3b9f840759068ee569ce745e67,10099,91,0,passed
15211,ca5d0957eff4948bea68adcae9d046feb9f5380f6a64ed59a6e7abc446d722c1,122,2JOZ,0,c8032de4f27af4dfbfb90d7d98508a2ea5104323ad6c4c1de186dc6d67346255,12894,122,0,passed
15232,96fb003c0c2d28375cc95b8b949925f4a1cfd8084e7fba0fe9eff6953ec296e0,127,2PQE,0,f68bf68722ff301399136ae5c6faf0cfedbd3e7b86dc12e88904fbd2f3dce860,13991,127,0,passed
15240,716f53d790764dde09e00066685fe43e3ee46c12f941281470b231d7684e0f14,114,2JPD,0,66832054fa5692ecc4dcaa34e42e7de4eabe62fdece2f77d3d8e63ff15fc387b,12808,114,0,passed
15242,f836357c77995f284b277ed8843fe5d3e42c89c577e63916445516447b647444,115,2JPE,0,3ab4f08f53c64e1f6934170b7f7e7ef0907d0202817ddb8fca00f8325ad27cec,12809,115,0,passed
15246,e1495a983ee7dd0f124bd5a344fed2b456954afec2fa510cfb240f26b1111100,85,2JPI,0,40e57d036d6c2c5f00dea87b1453e5f508dae7a063f49e4d0df76ad7d7277f60,9737,85,0,passed
