candidate_pair_rank,bmrb_id,pdb_id
1350,6597,1X0O
1351,6597,2A24
1352,6597,2HV1
1353,6598,1Z65
1354,6599,1Z6H
1355,6600,1Z7T
1356,6609,1TTN
1357,6612,1Z1M
1358,6613,1Z8R
1359,6615,1X37
1360,6620,2GOV
1361,6624,2BYE
1362,6625,2AI6
1363,6625,2OZW
1364,6625,2OZX
1365,6627,1ZNU
1366,6629,1ZDV
1367,6631,1ZKH
1368,6633,1ZC5
1369,6635,2BYF
1370,6636,1X5V
1371,6637,1MMC
1372,6639,1MMC
1373,6644,2MUI
1374,6645,2ITH
1375,6647,1MMC
1376,6649,1X60
1377,6652,2ADT
1378,6654,1ZJQ
1379,6654,2AAP
1380,6655,1ZU1
1381,6656,1ZNT
1382,6681,2OBU
1383,6682,1ZR9
1384,6690,2BN5
1385,6692,2BUN
1386,6696,2BUG
1387,6699,2MAZ
1388,6714,2A1C
1389,6715,1ZZA
1390,6716,1Z8S
1391,6717,1ZG2
1392,6718,1ZV6
1393,6720,1ZLC
1394,6721,1ZR7
1395,6721,2DYF
1396,6726,1ZXF
1397,6726,2GKD
1398,6726,2L65
1399,6727,2AJE
1400,6728,2A9H
1401,6729,2E2F
1402,6730,2AAV
1403,6731,2BW2
1404,6737,2A2B
1405,6738,2A4H
1406,6739,2A2P
1407,6740,2A05
1408,6741,2DWF
1409,6741,2JOU
1410,6742,2AGA
1411,6743,2ADL
1412,6743,2ADN
1413,6746,2AKK
1414,6748,2AFF
1415,6749,2CZY
1416,6750,2AGH
1417,6751,2AFD
1418,6751,2AFE
1419,6752,1Z87
1420,6753,2ADZ
1421,6755,2ABY
1422,6757,2AJJ
1423,6757,2AJM
1424,6757,2AJN
1425,6757,2AJO
1426,6759,2H3K
1427,6760,2NPU
1428,6761,2AL3
1429,6762,1Z4H
1430,6763,2HST
1431,6766,2AKL
1432,6769,2LKI
1433,6771,2A63
1434,6774,2AP7
1435,6775,2AP8
1436,6776,2BZT
1437,6779,1ZDX
1438,6780,2OUT
1439,6781,2AQE
1440,6781,2AQF
1441,6786,2IEM
1442,6790,2FVA
1443,6790,2FVF
1444,6794,2C34
1445,6797,2PXG
1446,6800,2GG1
1447,6801,2AWT
1448,6803,2D1U
1449,6803,2K1X
1450,6804,2B88
1451,6804,2K1W
1452,6805,2B89
1453,6806,2B87
1454,6809,2FFK
1455,6809,2FIN
1456,6810,2AYX
1457,6811,2AJ0
1458,6812,2FQH
1459,6814,2AU4
1460,6815,2ATG
1461,6816,2AHQ
1462,6817,2AK0
1463,6818,2AJW
1464,6820,2AMI
1465,6821,2AF2
1466,6822,2L7H
1467,6826,2FY9
1468,6829,2CZN
1469,6835,2AMN
1470,6841,2B1U
1471,6843,2B1W
1472,6844,2AYM
1473,6845,2AQC
1474,6846,2AQA
1475,6849,2B68
1476,6850,2B7E
1477,6856,2AIZ
1478,6858,2AIZ
1479,6860,2GW6
1480,6863,2BAI
1481,6865,2BBX
1482,6867,2ARI
1483,6868,2ASY
1484,6869,2AYA
1485,6872,2B38
1486,6874,2C52
1487,6876,2FO8
1488,6882,2ERS
1489,6884,2FHM
1490,6885,2CKN
1491,6888,2G0K
1492,6888,2G0L
1493,6891,2EW4
1494,6892,2ESY
1495,6893,2BAF
1496,6894,2B3A
1497,6895,2ERR
1498,6896,2BC8
1499,6897,2BC7
1500,6898,2BBL
1501,6898,2BBP
1502,6907,2F3V
1503,6908,2F3W
1504,6910,2FE0
1505,6912,2I9H
1506,6914,2ARF
1507,6915,2LA1
1508,6916,2EWL
1509,6916,2F8B
1510,6919,2CH0
1511,6920,2FFW
1512,6921,2I96
1513,6922,2FE9
1514,6923,2MF9
1515,6924,2AXK
1516,6925,2C06
1517,6926,2FFT
1518,6927,2G5M
1519,6929,2FGX
1520,6931,2FLJ
1521,6933,2FN5
1522,6934,2FEK
1523,6938,2V1N
1524,6943,2JNT
1525,6945,2FS1
1526,6946,2LKC
1527,6951,2FQC
1528,6952,2FQA
1529,6953,2FJ3
1530,6954,2DCI
1531,6955,2F09
1532,6956,2B6G
1533,6957,2FI2
1534,6960,2D82
1535,6962,2FVE
1536,6963,2DDI
1537,6963,2DDJ
1538,6964,2FVT
1539,6965,2FWL
1540,6969,2FXP
1541,6971,2DJK
1542,6972,2DJJ
1543,6975,2F8U
1544,6976,2FJ6
1545,6979,2DD2
1546,6979,2DD3
1547,6980,2G2B
1548,6981,2G0U
1549,6982,2G1E
1550,6986,2GJY
1551,6988,2DEN
1552,6989,2G1D
1553,6991,2CEH
1554,6993,2CEF
1555,6995,2LKD
1556,6996,2CEZ
1557,6997,2G46
1558,6998,2CFJ
1559,6999,2N5G
1560,7000,2A7Y
1561,7001,2G57
1562,7002,2G3Q
1563,7005,2DF0
1564,7006,2DEZ
1565,7007,2G0Q
1566,7008,2FWU
1567,7009,2FWS
1568,7010,2FLG
1569,7011,2FXZ
1570,7012,2FXY
1571,7014,2GDT
1572,7019,2GRI
1573,7019,2IDY
1574,7033,3THK
1575,7034,2GHF
1576,7035,2FRW
1577,7036,2FRY
1578,7050,2DJ9
1579,7051,2DJC
1580,7053,2V31
1581,7054,2GM2
1582,7056,2GMO
1583,7058,2DK9
1584,7061,2G35
1585,7063,2G7J
1586,7064,2GJ0
1587,7065,2G9L
1588,7067,2G31
1589,7068,2GA7
1590,7069,2G9O
1591,7070,2GO9
1592,7074,2GMG
1593,7075,2GPF
1594,7078,2AIH
1595,7079,2GQB
1596,7080,2G9J
1597,7083,2DJM
1598,7085,2GRG
1599,7087,2H0P
1600,7089,2MLS
1601,7092,2GL1
1602,7093,2GTV
1603,7095,2GOW
1604,7097,2GLO
1605,7098,2GM0
1606,7099,2GJI
1607,7101,2GJH
1608,7102,2GJF
1609,7103,2HJI
1610,7106,2JM5
1611,7106,2OWI
1612,7108,2GZY
1613,7109,2GZZ
1614,7111,2JZZ
1615,7112,2HWT
1616,7114,2H25
1617,7116,2GLW
1618,7117,2H1Z
1619,7119,2I3B
1620,7120,2GYT
1621,7121,2DO8
1622,7122,2G7H
1623,7124,2DQ5
1624,7125,2M6Z
1625,7127,2H41
1626,7127,2H45
1627,7128,2HA1
1628,7129,2GGR
1629,7137,2H7T
1630,7147,2H7B
1631,7150,2H7D
1632,7150,2H7E
1633,7151,2H80
1634,7158,2GQE
1635,7166,2H9X
1636,7167,2I3E
1637,7170,2HC5
1638,7177,2H8S
1639,7178,2GZP
1640,7180,2GZO
1641,7181,2H3J
1642,7182,2H7A
1643,7184,2GVS
1644,7185,2GUT
1645,7186,2GX1
1646,7189,2GI4
1647,7194,2HGH
1648,7201,2HJQ
1649,7205,2LCX
1650,7209,2IVW
1651,7220,2I85
1652,7223,2HJ8
1653,7224,2HG7
1654,7225,2HEP
1655,7226,2HGA
1656,7227,2HFI
1657,7228,2HI6
1658,7229,2HDL
1659,7230,2H49
1660,7232,2H3T
1661,7233,2H3S
1662,7233,2H4B
1663,7241,2HUG
1664,7243,2IZ4
1665,7251,2J0Z
1666,7252,2J10
1667,7252,2J11
1668,7256,2HFD
1669,7257,2HVZ
1670,7258,2HN8
1671,7259,2HTF
1672,7260,2HGC
1673,7261,2HJJ
1674,7262,2JM2
1675,7263,2I1P
1676,7266,2HFQ
1677,7268,2V37
1678,7269,2JNK
1679,7270,2O4E
1680,7271,2NNZ
1681,7272,2I59
1682,7273,2I1T
1683,7274,2HH8
1684,7276,2MEY
1685,7282,2I9M
1686,7283,2I9N
1687,7284,2I9O
1688,7285,2J4M
1689,7285,2J4N
1690,7287,2I7K
1691,7288,2J5D
1692,7291,2NPL
1693,7293,2I94
1694,7294,2IGZ
1695,7295,2IGZ
1696,7296,2I8F
1697,7297,2IDA
1698,7298,2I50
1699,7299,2J5H
1700,7301,2O3D
1701,7302,2I4K
1702,7305,2JM8
1703,7306,2JM9
1704,7306,2JMA
1705,7313,2IUE
1706,7314,2E34
1707,7315,2E35
1708,7315,2E36
1709,7320,2ITA
1710,7320,2NRG
1711,7322,2NLN
1712,7323,2NO8
1713,7324,2NPB
1714,7326,2NSV
1715,7327,2NSW
1716,7330,2E0H
1717,7339,2I9Y
1718,7341,2J15
1719,7342,2IWJ
1720,7349,2C0S
1721,7350,2BZB
1722,7351,2BZE
1723,7352,2BL6
1724,7354,2BJC
1725,7360,2IJY
1726,7361,2IT8
1727,7362,2NWT
1728,7364,2E5E
1729,7365,2E45
1730,7366,2NOC
1731,7367,2NS4
1732,7371,2OA4
1733,7376,2M30
1734,7381,2P0P
1735,7382,2OSR
1736,7383,2OSQ
1737,7384,2EC7
1738,7386,2P81
1739,7388,2P5J
1740,7389,2P5H
1741,7390,2JQR
1742,7392,2Z2G
1743,7395,2YZ0
1744,7396,2PP4
1745,7397,2YYF
1746,7399,2PJG
1747,7400,2PJI
1748,7401,2P6J
1749,7402,2PCO
1750,7403,2QH2
1751,7404,2QH3
1752,7405,2QH4
1753,7414,2JXY
1754,7415,2JXY
1755,7419,2V6Z
1756,7420,2JGW
1757,7421,2JGX
1758,7423,2K61
1759,7424,2K61
1760,7425,2K61
1761,7430,2K8V
1762,9500,1VDJ
1763,10001,2CZP
1764,10002,1VEX
1765,10006,1WFU
1766,10008,1WFT
1767,10009,1WFW
1768,10011,2COM
1769,10012,1VDI
1770,10013,1WIL
1771,10014,2F87
1772,10018,2FDT
1773,10019,2RQG
1774,10022,2E8D
1775,10024,2DW3
1776,10025,1UL7
1777,10026,1V5S
1778,10027,2E0G
1779,10028,2DWV
1780,10029,1WFV
1781,10030,1WJO
1782,10031,1WJR
1783,10032,1WJS
1784,10033,1WJZ
1785,10034,1WK0
1786,10035,1WK1
1787,10036,1WLM
1788,10037,1WJQ
1789,10038,1WJP
1790,10039,1WGQ
1791,10040,1WGR
1792,10041,1WGS
1793,10042,1WGV
1794,10043,1WGW
1795,10044,1WH5
1796,10045,1WH7
1797,10046,1WI0
1798,10047,2ECC
1799,10048,1WJI
1800,10049,1WJT
1801,10050,1WJU
1802,10054,1WFQ
1803,10055,1WFS
1804,10056,1WFY
1805,10057,1WFZ
1806,10058,1WIK
1807,10059,1WIN
1808,10060,1WJK
1809,10061,1WJL
1810,10063,1UE9
1811,10064,1UEW
1812,10065,1UFN
1813,10066,1UFX
1814,10067,1UHT
1815,10068,1UJO
1816,10069,1UJS
1817,10070,1WEZ
1818,10071,1WF1
1819,10072,1WF2
1820,10073,1WFJ
1821,10074,1WFM
1822,10075,1WFN
1823,10076,1WFO
1824,10077,1WI8
1825,10079,1V9V
1826,10080,1V9W
1827,10081,1VAE
1828,10082,1WEY
1829,10083,1WFG
1830,10084,1WFI
1831,10085,1WG5
1832,10086,1WGY
1833,10087,1WH3
1834,10088,1WHA
1835,10089,1WJ1
1836,10090,1WJJ
1837,10091,1WJN
1838,10092,1WH4
1839,10093,1WH6
1840,10094,1WH8
1841,10095,1WH9
1842,10097,1J0F
1843,10098,1R79
1844,10099,1UEM
1845,10100,1UEP
1846,10101,1UG7
1847,10102,1UJT
1848,10103,1UJU
1849,10104,1UJX
1850,10105,1V31
1851,10106,1V32
1852,10107,1V5K
1853,10108,1V5N
1854,10109,1V5Q
1855,10110,1V5R
1856,10111,1V63
1857,10112,1V86
1858,10113,1V5M
1859,10114,1V5U
1860,10115,1V88
1861,10118,2EXD
1862,10119,1IUR
1863,10120,1UFG
1864,10121,1J26
1865,10122,1J3T
1866,10123,1N27
1867,10124,1UJV
1868,10125,1WHN
1869,10126,1WHR
1870,10127,1WHU
1871,10128,1VA9
1872,10129,1WF5
1873,10130,1WF9
1874,10131,1V5P
1875,10132,2PAC
1876,10133,2PAC
1877,10136,1UFF
1878,10137,2E4J
1879,10138,2DOG
1880,10141,2E9G
1881,10142,2E9I
1882,10143,2E9J
1883,10144,2EE4
1884,10145,2EE5
1885,10146,2EE6
1886,10147,2EE7
1887,10148,2EE8
1888,10149,2E9K
1889,10150,2ELK
1890,10151,2EN6
1891,10152,2EN7
1892,10153,2EOV
1893,10154,2EOY
1894,10155,2EP2
1895,10156,2YTS
1896,10157,2EOS
1897,10158,2EOU
1898,10159,2EE9
1899,10160,2EEA
1900,10161,2EEB
1901,10162,2EEC
1902,10163,2EED
1903,10164,2EEE
1904,10165,2EEF
1905,10166,2EM1
1906,10167,2EM2
1907,10168,2EM3
1908,10169,2EN8
1909,10170,2EN9
1910,10171,2ENA
1911,10172,2ENC
1912,10173,2ENE
1913,10174,2ENF
1914,10175,2ENH
1915,10176,2YTM
1916,10177,2YTP
1917,10178,2YTT
1918,10179,2EM4
1919,10180,2EM7
1920,10181,2EM9
1921,10182,2EME
1922,10183,2EMF
1923,10184,2EMG
1924,10185,2YTF
1925,10186,2YTG
1926,10187,2YTH
1927,10188,2YTI
1928,10189,2EOM
1929,10191,2EOP
1930,10192,2EOQ
1931,10193,2YUM
1932,10194,2YUO
1933,10195,2YUP
1934,10196,2EM5
1935,10197,2EM6
1936,10198,2EM8
1937,10199,2EMA
1938,10200,2EMB
1939,10201,2EMC
1940,10202,2EMH
1941,10203,2EMI
1942,10204,2EMJ
1943,10205,2EMK
1944,10206,2EOH
1945,10207,2EOW
1946,10208,2EOX
1947,10209,2EOZ
1948,10210,2EP0
1949,10211,2YUQ
1950,10212,2CUD
1951,10213,2E29
1952,10214,2YSE
1953,10215,2ZAJ
1954,10216,2EOF
1955,10217,2EOG
1956,10218,2EOJ
1957,10219,2EOK
1958,10220,2EON
1959,10221,2EOR
1960,10222,2YTQ
1961,10223,2YTR
1962,10224,2EMV
1963,10225,2EMW
1964,10226,2EMX
1965,10227,2EMY
1966,10228,2EMZ
1967,10229,2EN0
1968,10230,2EN1
1969,10231,2EN2
1970,10232,2EN3
1971,10233,2EN4
1972,10234,2YU8
1973,10235,1WGU
1974,10236,2ROZ
1975,10237,2YSZ
1976,10238,2YT0
1977,10239,2YT1
1978,10240,1X69
1979,10241,1X6B
1980,10242,1X6D
1981,10243,1X6E
1982,10244,1X6F
1983,10245,1X6G
1984,10246,1X6H
1985,10247,2CO8
1986,10248,1WZ6
1987,10249,1X05
1988,10250,1X1F
1989,10251,1X1G
1990,10252,2CO9
1991,10253,2COA
1992,10254,2COC
1993,10255,2COD
1994,10256,2COF
1995,10257,2DJR
1996,10258,2DJS
1997,10259,2DJT
1998,10260,2DJU
1999,10261,2DJV
2000,10262,2DKM
2001,10263,2DN7
2002,10264,1X5B
2003,10265,2EDX
2004,10266,2EDY
2005,10267,2EDZ
2006,10268,2EE0
2007,10269,2EE1
2008,10270,2EE2
2009,10271,2EE3
2010,10272,2EKH
2011,10273,2EKI
2012,10274,2EKJ
2013,10275,2YU0
2014,10276,2D9T
2015,10277,2D9U
2016,10278,2D9V
2017,10279,2D9W
2018,10280,2D9X
2019,10281,2CUE
2020,10282,2CUF
2021,10283,2DA1
2022,10284,2DA2
2023,10285,2DA3
2024,10286,2DA4
2025,10287,2DA5
2026,10288,2DA6
2027,10289,2DA7
2028,10290,2DJN
2029,10291,2DMN
2030,10292,2DMP
2031,10293,2DMQ
2032,10294,2DMS
2033,10295,2DMT
2034,10296,2DMU
2035,10297,2E19
2036,10298,2YS9
2037,10299,2DB8
2038,10300,2DBJ
2039,10301,2DBK
2040,10302,2DBM
2041,10303,2EML
2042,10304,2EMM
2043,10305,2EMP
2044,10306,2YRM
2045,10307,2YTD
2046,10308,2YTE
2047,10309,2YTJ
2048,10310,2YTK
2049,10311,2D9Y
2050,10312,2D9Z
2051,10313,2DA0
2052,10314,2DHI
2053,10315,2DHJ
2054,10316,2DHK
2055,10317,2DKP
2056,10318,2DKQ
2057,10319,2DN6
2058,10320,2DI9
2059,10321,2DIB
2060,10322,2DIC
2061,10323,2DJ4
2062,10324,2DLG
2063,10325,2DMB
2064,10326,2DMC
2065,10327,2DS4
2066,10328,2D7M
2067,10329,2D7N
2068,10330,2D7O
2069,10331,2D7P
2070,10332,2D7Q
2071,10333,2DI7
2072,10334,2DI8
2073,10335,2DIA
2074,10336,1WWY
2075,10337,2E5K
2076,11002,2RLG
2077,11003,2RLH
2078,11004,2RLJ
2079,11006,2RQZ
2080,11007,2RLY
2081,11008,2RM0
2082,11009,2RM4
2083,11010,2RMK
2084,11011,2RML
2085,11012,2RMN
2086,11014,2RN1
2087,11016,2RN5
2088,11017,2RN7
2089,11018,2RN8
2090,11019,2RN9
2091,11020,2RNB
2092,11022,2RNG
2093,11024,2RNJ
2094,11026,2RMO
2095,11029,2RNN
2096,11030,2RNO
2097,11032,2RO0
2098,11033,2RNZ
2099,11034,2RO5
2100,11038,2ROH
2101,11040,2ROL
2102,11041,2ROP
2103,11042,2KHE
2104,11043,2ROT
2105,11044,2ROO
2106,11045,2RPD
2107,11046,2RPE
2108,11048,2RPH
2109,11049,2RND
2110,11050,2RMY
2111,11054,2RPS
2112,11060,2RPB
2113,11061,2RPZ
2114,11062,2RQ0
2115,11064,2MUS
2116,11065,2RQ1
2117,11072,2RQ2
2118,11073,2RQF
2119,11076,2RQK
2120,11077,2RQL
2121,11078,2Z5V
2122,11080,2RQS
2123,11081,2RQT
2124,11082,2RQU
2125,11083,2ELL
2126,11084,1WYN
2127,11085,1WYL
2128,11086,1WYO
2129,11087,2YS3
2130,11088,2YS1
2131,11089,2YRY
2132,11090,2YS4
2133,11091,2E6J
2134,11092,2EFI
2135,11093,2E6I
2136,11094,2YS5
2137,11095,2YT2
2138,11096,2ED7
2139,11097,2EDD
2140,11098,2EDE
2141,11099,2EDB
2142,11100,2DML
2143,11101,2DJ1
2144,11102,2DMM
2145,11103,2ED8
2146,11104,2DJ2
2147,11105,2DJ0
2148,11106,2DMK
2149,11107,2DIZ
2150,11108,2DIY
2151,11109,2DJ3
2152,11110,2CUM
2153,11111,1X5K
2154,11112,1X5I
2155,11113,1X5E
2156,11114,1X5C
2157,11115,2RR4
2158,11116,1X5D
2159,11117,1X5A
2160,11118,1X5J
2161,11119,1X5F
2162,11120,1X5H
2163,11121,1X5G
2164,11122,2DBA
2165,11123,2YUS
2166,11124,1WYP
2167,11125,1X4X
2168,11126,1WYQ
2169,11127,1X4Z
2170,11128,1X4Y
2171,11129,1WYR
2172,11130,2CTD
2173,11131,1X4U
2174,11132,2CTO
2175,11133,2D85
2176,11134,2D7L
2177,11135,2CTJ
2178,11136,2CTK
2179,11137,2CTM
2180,11138,2CTL
2181,11139,2CTE
2182,11140,2CTF
2183,11141,2D86
2184,11142,2D87
2185,11143,2D88
2186,11144,2YUA
2187,11145,2D89
2188,11146,2E9H
2189,11147,2YRQ
2190,11148,2YRP
2191,11150,2YS0
2192,11151,2YUU
2193,11152,2YRZ
2194,11153,2ED1
2195,11154,2ECZ
2196,11155,2ED0
2197,11156,2YUN
2198,11157,2YS2
2199,11158,2YUL
2200,11159,2YUR
2201,11160,2YUK
2202,11161,2ECW
2203,11162,2ECT
2204,11163,2ECV
2205,11164,2ECY
2206,11165,2EOI
2207,11166,2EOL
2208,11167,2EOE
2209,11168,2YTN
2210,11169,2EP1
2211,11170,2EP3
2212,11171,2YTO
2213,11173,2DAG
2214,11175,2RR8
2215,11176,2RRC
2216,11178,1UGV
2217,11179,1WI7
2218,11180,1WIE
2219,11181,1WJ3
2220,11182,2CSS
2221,11183,2CSP
2222,11184,2CSQ
2223,11185,2CSI
2224,11186,2D92
2225,11187,2DAZ
2226,11188,2DB5
2227,11189,2DLU
2228,11190,2DMZ
2229,11191,2DM8
2230,11192,2DLT
2231,11193,2EGA
2232,11194,2EGC
2233,11195,2DLS
2234,11196,2EGE
2235,11197,2EHR
2236,11198,1UM7
2237,11199,1WF7
2238,11200,1VA8
2239,11201,1WH1
2240,11202,1WF8
2241,11203,1X5M
2242,11204,1X5N
2243,11205,2COT
2244,11206,1X5R
2245,11207,1X5Q
2246,11208,1X5L
2247,11209,1X43
2248,11210,1X45
2249,11211,1X44
2250,11212,2DAV
2251,11213,2D8H
2252,11214,2D8J
2253,11215,2D8I
2254,11216,2D90
2255,11217,2DL4
2256,11218,2EEL
2257,11219,2DL3
2258,11220,2DL7
2259,11221,2E6Q
2260,11222,2DL5
2261,11223,2DL9
2262,11224,2EQI
2263,11225,2DL8
2264,11226,2E7K
2265,11227,2E7H
2266,11228,2YSQ
2267,11229,2E6P
2268,11230,2E7B
2269,11231,2YRL
2270,11232,2E7M
2271,11233,2DLP
2272,11234,2YSL
2273,11235,2E7C
2274,11236,2YR3
2275,11237,2YSM
2276,11238,2YRH
2277,11239,2YRJ
2278,11240,2COO
2279,11242,2DLM
2280,11244,2EQR
2281,11245,1UH6
2282,11246,1WLN
2283,11247,2CSW
2284,11248,2YUB
2285,11250,2RRE
2286,11251,2RRF
2287,11252,2RRD
2288,11253,1V5O
2289,11254,1V6E
2290,11255,1V95
2291,11256,1WGG
2292,11257,1WGH
2293,11258,1WGK
2294,11259,1WGL
2295,11260,1WGN
2296,11261,1WX7
2297,11262,1WX8
2298,11263,1WX9
2299,11264,1WXA
2300,11265,1WXM
2301,11266,1WY8
2302,11267,1WZ0
2303,11268,1X1M
2304,11269,2DAE
2305,11270,2DAF
2306,11271,2DAH
2307,11272,2DAJ
2308,11273,2DAL
2309,11274,2DAM
2310,11275,2DHX
2311,11276,2DHY
2312,11277,2DHZ
2313,11278,2DI0
2314,11279,2DZI
2315,11280,2DZJ
2316,11281,2DZK
2317,11282,2DZL
2318,11283,2DZM
2319,11284,1WXT
2320,11285,1WXU
2321,11286,1X3A
2322,11287,1X3C
2323,11288,1X3D
2324,11289,1X3H
2325,11290,1X5X
2326,11291,1X5Y
2327,11292,1X5Z
2328,11293,2CU8
2329,11294,2DAW
2330,11295,2DAX
2331,11296,2DAY
2332,11297,2DIG
2333,11298,2DII
2334,11299,2DIL
2335,11300,2DIM
2336,11301,2DIN
2337,11302,2DMD
2338,11303,2DMF
2339,11304,2DOC
2340,11305,1V6G
2341,11306,1V87
2342,11307,1WIM
2343,11308,1WIR
2344,11309,1WJV
2345,11310,1WJW
2346,11311,1X3B
2347,11312,1X5W
2348,11313,2CSY
2349,11314,2CSZ
2350,11315,2CT0
2351,11316,2CT1
2352,11317,2CT2
2353,11318,2CT4
2354,11319,2CT5
2355,11320,2CT6
2356,11321,2CT7
2357,11322,2CU7
2358,11323,2D8Q
2359,11324,2D8R
2360,11325,2D8S
2361,11326,2D8T
2362,11327,2D8U
2363,11328,2D8V
2364,11329,2DAT
2365,11330,2DB9
2366,11331,2DJA
2367,11332,2DJB
2368,11333,2DKT
2369,11334,2DME
2370,11335,2EA5
2371,11336,2EA6
2372,11337,2EBK
2373,11338,2EBM
2374,11339,2ECG
2375,11340,2ECI
2376,11341,2ECJ
2377,11342,2ECL
2378,11343,2ECM
2379,11344,2ECN
2380,11345,2ELJ
2381,11346,2RPJ
2382,11347,2YQL
2383,11348,2E63
2384,11349,1X4K
2385,11350,1X4L
2386,11351,2YUE
2387,11352,1WES
2388,11353,1X4I
2389,11354,1WEN
2390,11355,2DK4
2391,11356,1UJY
2392,11357,2DK7
2393,11358,2E61
2394,11359,2E61
2395,11360,2E61
2396,11361,2E61
2397,11362,2E61
2398,11363,1X4S
2399,11364,2DT6
2400,11365,2DT7
2401,11366,2FHO
2402,11367,2FHO
2403,11368,2YSO
2404,11369,2YSP
2405,11370,2RNE
2406,11371,2RNE
2407,11372,2RNE
2408,11373,2RNE
2409,11374,2RNE
2410,11375,2RNE
2411,11376,2RNE
2412,11377,2EPP
2413,11378,2EPQ
2414,11379,2EPR
2415,11380,2EPS
2416,11417,2DMX
2417,11419,2RRH
2418,11420,2RRI
2419,11422,2RRK
2420,11423,2RRL
2421,11424,2RRM
2422,11426,2RRN
2423,11437,2RRQ
2424,11438,2RRR
2425,11439,2RRS
2426,11440,2RRT
2427,11443,2RRU
2428,11450,2RS2
2429,11451,2RS4
2430,11452,2LIY
2431,11456,2RS6
2432,11457,2RS7
2433,11458,2RS8
2434,11463,2RS9
2435,11468,2RSC
2436,11469,2RSD
2437,11471,2RSE
2438,11472,2RSF
2439,11473,2RSG
2440,11474,2RUT
2441,11475,2RUU
2442,11476,2RUW
2443,11477,2RUX
2444,11478,2RUY
2445,11479,2RUZ
2446,11480,2RV0
2447,11481,2RV1
2448,11482,2RV2
2449,11483,2RV3
2450,11484,2RV4
2451,11485,2RV5
2452,11486,2RUV
2453,11487,2RV7
2454,11488,2RV6
2455,11489,2RU7
2456,11491,2RSM
2457,11496,2RSN
2458,11497,2RSO
2459,11502,2RSQ
2460,11504,2RT5
2461,11505,2RSU
2462,11506,2RSV
2463,11507,2RSX
2464,11508,2RSY
2465,11523,2RT3
2466,11524,2RT4
2467,11525,2RT6
2468,11528,2RT8
2469,11529,2RT9
2470,11530,2RTS
2471,11531,2RTT
2472,11532,2RTU
2473,11534,2RTX
2474,11535,2RTY
2475,11536,2RTZ
2476,11537,2RU0
2477,11538,2MDB
2478,11539,2RTV
2479,11540,2RU1
2480,11541,2RU3
2481,11543,2RU2
2482,11544,2RU4
2483,11546,2RVK
2484,11547,2RU6
2485,11548,2RU5
2486,11549,2RU8
2487,11551,2MJQ
2488,11552,2MJR
2489,11553,2MJS
2490,11554,2MJT
2491,11555,2RU9
2492,11559,2RUC
2493,11560,2RUD
2494,11561,2RUE
2495,11562,2RUF
2496,11563,2RUG
2497,11569,2RUH
2498,11570,2RUI
2499,11578,2RUK
2500,11580,2RUM
2501,11581,2RUN
2502,11582,2RUO
2503,11583,2RUP
2504,11587,2RUQ
2505,11588,2RUR
2506,11590,2RV8
2507,11591,2RV9
2508,11592,2RVA
2509,11594,2RVB
2510,11595,2RVC
2511,11597,2RVF
2512,11599,2RVH
2513,11601,2RVJ
2514,11604,2RVL
2515,11605,2RVM
2516,11606,2RVN
2517,11607,2RVO
2518,11608,2RVP
2519,11609,2RVQ
2520,12032,6NU0
2521,15000,2JM0
2522,15001,2LD1
2523,15007,2NPR
2524,15013,2JMC
2525,15016,2JMF
2526,15020,2IFS
2527,15021,2I7U
2528,15023,2JML
2529,15025,2NVJ
2530,15028,2IPA
2531,15032,2JMR
2532,15037,2IZ3
2533,15038,2OFN
2534,15039,2JMK
2535,15040,2I1E
2536,15041,2I1F
2537,15042,2I1G
2538,15043,2I1H
2539,15044,2I1I
2540,15045,2JMM
2541,15046,2OV6
2542,15051,2I1D
2543,15055,2JMP
2544,15058,2JMS
2545,15059,2O10
2546,15059,2O13
2547,15063,2JMU
2548,15068,2I2J
2549,15069,2I2H
2550,15072,2JMX
2551,15074,2JMO
2552,15079,2JN0
2553,15080,2O32
2554,15080,2O33
2555,15081,2O32
2556,15081,2O33
2557,15083,2O8K
2558,15083,2O9L
2559,15084,2JN3
2560,15085,2JN4
2561,15086,2JN6
2562,15088,2JN7
2563,15089,2JN8
2564,15090,2MA8
2565,15095,2JN5
2566,15098,2CKA
2567,15099,2JMY
2568,15103,2NX6
2569,15104,2NX7
2570,15105,2IKD
2571,15106,2IKE
2572,15107,2E4E
2573,15108,2IMU
2574,15109,2JNG
2575,15110,2HDM
2576,15111,2JNH
2577,15112,2K4W
2578,15113,2IHX
2579,15115,2JNI
2580,15120,2JNP
2581,15124,2JNR
2582,15125,2JNS
2583,15126,2OQ3
2584,15128,2JNU
2585,15133,2JNY
2586,15134,2JNZ
2587,15137,2JO0
2588,15139,2JO6
2589,15140,2EEM
2590,15142,2E8J
2591,15145,2OYV
2592,15145,2OYW
2593,15152,2OT2
2594,15153,2JO9
2595,15154,2JOA
2596,15157,2OJ7
2597,15157,2OJ8
2598,15158,2JO7
2599,15159,2JOC
2600,15160,2I5O
2601,15166,2JOD
2602,15167,2JOE
2603,15169,2JOF
2604,15174,2P4L
2605,15189,2JOP
2606,15190,2JOQ
2607,15192,2JOR
2608,15195,2EFZ
2609,15197,2K7B
2610,15197,2K7C
2611,15203,2JOV
2612,15206,2JOW
2613,15208,2JOX
2614,15210,2JOY
