sequence_a_bmrb_id,sequence_a_pdb_id,sequence_a_chain_id,sequence_a_length,sequence_b_bmrb_id,sequence_b_pdb_id,sequence_b_chain_id,sequence_b_length,global_identity,exact_matches,alignment_columns,mismatches,sequence_a_gap_columns,sequence_b_gap_columns,alignment_score,identity_threshold,component_edge
4395,1B75,A,94,4566,1L6U,A,108,0.2564102564102564,30,117,55,23,9,-57,0.4,False
4395,1B75,A,94,4574,1D4B,A,122,0.2142857142857142,27,126,63,32,4,-72,0.4,False
4395,1B75,A,94,4577,1C05,A,159,0.2317073170731707,38,164,51,70,5,-88,0.4,False
4395,1B75,A,94,4636,1F2H,A,169,0.2203389830508474,39,177,47,83,8,-99,0.4,False
4395,1B75,A,94,4641,1FO7,A,107,0.2393162393162393,28,117,56,23,10,-61,0.4,False
4395,1B75,A,94,4648,1FZT,A,211,0.2442396313364055,53,217,35,123,6,-111,0.4,False
4395,1B75,A,94,4649,1G03,A,134,0.2323943661971831,33,142,53,48,8,-76,0.4,False
4395,1B75,A,94,4664,1JZU,A,157,0.2530864197530864,41,162,48,68,5,-80,0.4,False
4395,1B75,A,94,4668,1IX5,A,151,0.2721518987341772,43,158,44,64,7,-72,0.4,False
4395,1B75,A,94,4688,1ILY,A,90,0.2735042735042735,32,117,35,23,27,-53,0.4,False
4395,1B75,A,94,4697,1D1N,A,99,0.2991452991452991,35,117,41,23,18,-47,0.4,False
4395,1B75,A,94,4700,1CF4,A,184,0.225130890052356,43,191,44,97,7,-105,0.4,False
4395,1B75,A,94,4701,1D9S,A,136,0.2569444444444444,37,144,49,50,8,-70,0.4,False
4395,1B75,A,94,4706,1CX1,A,153,0.220125786163522,35,159,53,65,6,-89,0.4,False
4395,1B75,A,94,4716,1N4C,A,182,0.2365591397849462,44,186,46,92,4,-98,0.4,False
4395,1B75,A,94,4717,1F7W,A,144,0.26,39,150,49,56,6,-72,0.4,False
4395,1B75,A,94,4735,1JYT,A,163,0.2339181286549707,40,171,46,77,8,-91,0.4,False
4395,1B75,A,94,4751,1IVM,A,130,0.2408759124087591,33,137,54,43,7,-71,0.4,False
4395,1B75,A,94,4775,1DUJ,A,187,0.2263157894736842,43,190,48,96,3,-104,0.4,False
4395,1B75,A,94,4779,1PLO,A,122,0.2230769230769231,29,130,57,36,8,-72,0.4,False
4395,1B75,A,94,4791,1JR6,A,138,0.2551724137931034,37,145,50,51,7,-71,0.4,False
4395,1B75,A,94,4797,1KD6,A,179,0.2311827956989247,43,186,44,92,7,-100,0.4,False
4395,1B75,A,94,4814,1LS4,A,164,0.2409638554216867,40,166,52,72,2,-86,0.4,False
4395,1B75,A,94,4825,1M58,A,106,0.2564102564102564,30,117,53,23,11,-57,0.4,False
4395,1B75,A,94,4841,1E91,A,85,0.2568807339449541,28,109,42,15,24,-53,0.4,False
4396,1COU,A,85,4417,1B6F,A,159,0.2,32,160,52,75,1,-96,0.4,False
4396,1COU,A,85,4429,1RQU,A,120,0.224,28,125,52,40,5,-69,0.4,False
4396,1COU,A,85,4431,1CKV,A,141,0.2328767123287671,34,146,46,61,5,-78,0.4,False
4396,1COU,A,85,4447,1H6Q,A,168,0.2176470588235294,37,170,46,85,2,-96,0.4,False
4396,1COU,A,85,4448,1F3Y,A,165,0.1976047904191616,33,167,50,82,2,-101,0.4,False
4396,1COU,A,85,4452,2AFP,A,129,0.2164179104477611,29,134,51,49,5,-76,0.4,False
4396,1COU,A,85,4467,1UB1,A,125,0.2262773722627737,31,137,42,52,12,-75,0.4,False
4396,1COU,A,85,4491,1QJT,A,99,0.2075471698113207,22,106,56,21,7,-62,0.4,False
4396,1COU,A,85,4492,1JBA,A,189,0.2153846153846154,42,195,37,110,6,-111,0.4,False
4396,1COU,A,85,4497,7HSC,A,159,0.1987577639751552,32,161,51,76,2,-97,0.4,False
4396,1COU,A,85,4519,1D7Q,A,143,0.2260273972602739,33,146,49,61,3,-80,0.4,False
4396,1COU,A,85,4528,1DC8,A,123,0.208955223880597,28,134,46,49,11,-78,0.4,False
4396,1COU,A,85,4553,1DGQ,A,188,0.1884816753926701,36,191,46,106,3,-119,0.4,False
4396,1COU,A,85,4566,1L6U,A,108,0.2393162393162393,28,117,48,32,9,-61,0.4,False
4396,1COU,A,85,4574,1D4B,A,122,0.1788617886178861,22,123,62,38,1,-79,0.4,False
4396,1COU,A,85,4577,1C05,A,159,0.2111801242236025,34,161,49,76,2,-93,0.4,False
4396,1COU,A,85,4636,1F2H,A,169,0.2126436781609195,37,174,43,89,5,-100,0.4,False
4396,1COU,A,85,4641,1FO7,A,107,0.2280701754385964,26,114,52,29,7,-62,0.4,False
4396,1COU,A,85,4648,1FZT,A,211,0.1906976744186046,41,215,40,130,4,-133,0.4,False
4396,1COU,A,85,4649,1G03,A,134,0.217391304347826,30,138,51,53,4,-78,0.4,False
4396,1COU,A,85,4664,1JZU,A,157,0.21875,35,160,47,75,3,-90,0.4,False
4396,1COU,A,85,4668,1IX5,A,151,0.2468354430379747,39,158,39,73,7,-80,0.4,False
4396,1COU,A,85,4688,1ILY,A,90,0.196078431372549,20,102,53,17,12,-62,0.4,False
4396,1COU,A,85,4697,1D1N,A,99,0.2767857142857143,31,112,41,27,13,-50,0.4,False
4396,1COU,A,85,4700,1CF4,A,184,0.1956521739130435,36,184,49,99,0,-112,0.4,False
4396,1COU,A,85,4701,1D9S,A,136,0.2237762237762237,32,143,46,58,7,-79,0.4,False
4396,1COU,A,85,4706,1CX1,A,153,0.2111801242236025,34,161,43,76,8,-93,0.4,False
4396,1COU,A,85,4716,1N4C,A,182,0.2065217391304347,38,184,45,99,2,-108,0.4,False
4396,1COU,A,85,4717,1F7W,A,144,0.22,33,150,46,65,6,-84,0.4,False
4396,1COU,A,85,4735,1JYT,A,163,0.206060606060606,34,165,49,80,2,-97,0.4,False
4396,1COU,A,85,4751,1IVM,A,130,0.2030075187969924,27,133,55,48,3,-79,0.4,False
4396,1COU,A,85,4775,1DUJ,A,187,0.2083333333333333,40,192,40,107,5,-112,0.4,False
4396,1COU,A,85,4779,1PLO,A,122,0.2578125,33,128,46,43,6,-62,0.4,False
4396,1COU,A,85,4791,1JR6,A,138,0.2237762237762237,32,143,48,58,5,-79,0.4,False
4396,1COU,A,85,4797,1KD6,A,179,0.1868131868131868,34,182,48,97,3,-114,0.4,False
4396,1COU,A,85,4814,1LS4,A,164,0.1757575757575757,29,165,55,80,1,-107,0.4,False
4396,1COU,A,85,4825,1M58,A,106,0.2434782608695652,28,115,48,30,9,-59,0.4,False
4396,1COU,A,85,4841,1E91,A,85,0.1979166666666666,19,96,55,11,11,-58,0.4,False
4397,1B2T,A,77,4417,1B6F,A,159,0.2083333333333333,35,168,33,91,9,-98,0.4,False
4397,1B2T,A,77,4429,1RQU,A,120,0.2258064516129032,28,124,45,47,4,-68,0.4,False
4397,1B2T,A,77,4431,1CKV,A,141,0.1904761904761904,28,147,43,70,6,-91,0.4,False
4397,1B2T,A,77,4447,1H6Q,A,168,0.1929824561403508,33,171,41,94,3,-105,0.4,False
4397,1B2T,A,77,4448,1F3Y,A,165,0.2083333333333333,35,168,39,91,3,-98,0.4,False
4397,1B2T,A,77,4452,2AFP,A,129,0.2262773722627737,31,137,38,60,8,-75,0.4,False
4397,1B2T,A,77,4467,1UB1,A,125,0.1889763779527559,24,127,51,50,2,-79,0.4,False
4397,1B2T,A,77,4491,1QJT,A,99,0.2115384615384615,22,104,50,27,5,-60,0.4,False
4397,1B2T,A,77,4492,1JBA,A,189,0.198019801980198,40,202,24,125,13,-122,0.4,False
4397,1B2T,A,77,4497,7HSC,A,159,0.21875,35,160,41,83,1,-90,0.4,False
4397,1B2T,A,77,4519,1D7Q,A,143,0.2013888888888889,29,144,47,67,1,-86,0.4,False
4397,1B2T,A,77,4528,1DC8,A,123,0.2362204724409448,30,127,43,50,4,-67,0.4,False
4397,1B2T,A,77,4553,1DGQ,A,188,0.203125,39,192,34,115,4,-114,0.4,False
4397,1B2T,A,77,4566,1L6U,A,108,0.2631578947368421,30,114,41,37,6,-54,0.4,False
4397,1B2T,A,77,4574,1D4B,A,122,0.2049180327868852,25,122,52,45,0,-72,0.4,False
4397,1B2T,A,77,4577,1C05,A,159,0.2037037037037037,33,162,41,85,3,-96,0.4,False
4397,1B2T,A,77,4636,1F2H,A,169,0.2325581395348837,40,172,34,95,3,-92,0.4,False
4397,1B2T,A,77,4641,1FO7,A,107,0.2142857142857142,24,112,48,35,5,-64,0.4,False
4397,1B2T,A,77,4648,1FZT,A,211,0.1981132075471698,42,212,34,135,1,-128,0.4,False
4397,1B2T,A,77,4649,1G03,A,134,0.2296296296296296,31,135,45,58,1,-73,0.4,False
4397,1B2T,A,77,4664,1JZU,A,157,0.1949685534591195,31,159,44,82,2,-97,0.4,False
4397,1B2T,A,77,4668,1IX5,A,151,0.2302631578947368,35,152,41,75,1,-82,0.4,False
4397,1B2T,A,77,4688,1ILY,A,90,0.2673267326732673,27,101,39,24,11,-47,0.4,False
4397,1B2T,A,77,4697,1D1N,A,99,0.2660550458715596,29,109,38,32,10,-51,0.4,False
4397,1B2T,A,77,4700,1CF4,A,184,0.2010869565217391,37,184,40,107,0,-110,0.4,False
4397,1B2T,A,77,4701,1D9S,A,136,0.2464788732394366,35,142,36,65,6,-72,0.4,False
4397,1B2T,A,77,4706,1CX1,A,153,0.20625,33,160,37,83,7,-94,0.4,False
4397,1B2T,A,77,4716,1N4C,A,182,0.1935483870967742,36,186,37,109,4,-114,0.4,False
4397,1B2T,A,77,4717,1F7W,A,144,0.2040816326530612,30,147,44,70,3,-87,0.4,False
4397,1B2T,A,77,4735,1JYT,A,163,0.2134146341463414,35,164,41,87,1,-94,0.4,False
4397,1B2T,A,77,4751,1IVM,A,130,0.2388059701492537,32,134,41,57,4,-70,0.4,False
4397,1B2T,A,77,4775,1DUJ,A,187,0.1957671957671957,37,189,38,112,2,-115,0.4,False
4397,1B2T,A,77,4779,1PLO,A,122,0.232,29,125,45,48,3,-67,0.4,False
4397,1B2T,A,77,4791,1JR6,A,138,0.2071428571428571,29,140,46,63,2,-82,0.4,False
4397,1B2T,A,77,4797,1KD6,A,179,0.1988950276243093,36,181,39,104,2,-109,0.4,False
4397,1B2T,A,77,4814,1LS4,A,164,0.2142857142857142,36,168,37,91,4,-96,0.4,False
4397,1B2T,A,77,4825,1M58,A,106,0.2222222222222222,24,108,51,31,2,-60,0.4,False
4397,1B2T,A,77,4841,1E91,A,85,0.2446808510638297,23,94,45,17,9,-48,0.4,False
4405,1KHM,A,89,4417,1B6F,A,159,0.2514970059880239,42,167,39,78,8,-83,0.4,False
4405,1KHM,A,89,4429,1RQU,A,120,0.1953125,25,128,56,39,8,-78,0.4,False
4405,1KHM,A,89,4431,1CKV,A,141,0.2377622377622377,34,143,53,54,2,-75,0.4,False
4405,1KHM,A,89,4447,1H6Q,A,168,0.2126436781609195,37,174,46,85,6,-100,0.4,False
4405,1KHM,A,89,4448,1F3Y,A,165,0.2427745664739884,42,173,39,84,8,-89,0.4,False
4405,1KHM,A,89,4452,2AFP,A,129,0.2611940298507462,35,134,49,45,5,-64,0.4,False
4405,1KHM,A,89,4467,1UB1,A,125,0.2480620155038759,32,129,53,40,4,-65,0.4,False
4405,1KHM,A,89,4491,1QJT,A,99,0.2272727272727272,25,110,53,21,11,-60,0.4,False
4405,1KHM,A,89,4492,1JBA,A,189,0.2,38,190,50,101,1,-114,0.4,False
4405,1KHM,A,89,4497,7HSC,A,159,0.2469135802469135,40,162,46,73,3,-82,0.4,False
4405,1KHM,A,89,4519,1D7Q,A,143,0.2214765100671141,33,149,50,60,6,-83,0.4,False
4405,1KHM,A,89,4528,1DC8,A,123,0.2444444444444444,33,135,44,46,12,-69,0.4,False
4405,1KHM,A,89,4553,1DGQ,A,188,0.2094240837696335,40,191,46,102,3,-111,0.4,False
4405,1KHM,A,89,4566,1L6U,A,108,0.2436974789915966,29,119,49,30,11,-61,0.4,False
4405,1KHM,A,89,4574,1D4B,A,122,0.2442748091603053,32,131,48,42,9,-67,0.4,False
4405,1KHM,A,89,4577,1C05,A,159,0.2235294117647059,38,170,40,81,11,-94,0.4,False
4405,1KHM,A,89,4636,1F2H,A,169,0.2215909090909091,39,176,43,87,7,-98,0.4,False
4405,1KHM,A,89,4641,1FO7,A,107,0.2222222222222222,26,117,53,28,10,-65,0.4,False
4405,1KHM,A,89,4648,1FZT,A,211,0.227906976744186,49,215,36,126,4,-117,0.4,False
4405,1KHM,A,89,4649,1G03,A,134,0.2464788732394366,35,142,46,53,8,-72,0.4,False
4405,1KHM,A,89,4664,1JZU,A,157,0.1910828025477707,30,157,59,68,0,-97,0.4,False
4405,1KHM,A,89,4668,1IX5,A,151,0.2420382165605095,38,157,45,68,6,-81,0.4,False
4405,1KHM,A,89,4688,1ILY,A,90,0.2307692307692307,24,104,51,15,14,-56,0.4,False
4405,1KHM,A,89,4697,1D1N,A,99,0.2454545454545454,27,110,51,21,11,-56,0.4,False
4405,1KHM,A,89,4700,1CF4,A,184,0.2127659574468085,40,188,45,99,4,-108,0.4,False
4405,1KHM,A,89,4701,1D9S,A,136,0.2285714285714285,32,140,53,51,4,-76,0.4,False
4405,1KHM,A,89,4706,1CX1,A,153,0.2115384615384615,33,156,53,67,3,-90,0.4,False
4405,1KHM,A,89,4716,1N4C,A,182,0.2228260869565217,41,184,46,95,2,-102,0.4,False
4405,1KHM,A,89,4717,1F7W,A,144,0.232258064516129,36,155,42,66,11,-83,0.4,False
4405,1KHM,A,89,4735,1JYT,A,163,0.2261904761904762,38,168,46,79,5,-92,0.4,False
4405,1KHM,A,89,4751,1IVM,A,130,0.2164179104477611,29,134,56,45,4,-76,0.4,False
4405,1KHM,A,89,4775,1DUJ,A,187,0.2368421052631578,45,190,41,101,3,-100,0.4,False
4405,1KHM,A,89,4779,1PLO,A,122,0.2125984251968504,27,127,57,38,5,-73,0.4,False
4405,1KHM,A,89,4791,1JR6,A,138,0.25,36,144,47,55,6,-72,0.4,False
4405,1KHM,A,89,4797,1KD6,A,179,0.1933701657458563,35,181,52,92,2,-111,0.4,False
4405,1KHM,A,89,4814,1LS4,A,164,0.2155688622754491,36,167,50,78,3,-95,0.4,False
4405,1KHM,A,89,4825,1M58,A,106,0.208695652173913,24,115,56,26,9,-67,0.4,False
4405,1KHM,A,89,4841,1E91,A,85,0.2524271844660194,26,103,45,14,18,-51,0.4,False
4413,1COK,A,68,4417,1B6F,A,159,0.2125,34,160,33,92,1,-92,0.4,False
4413,1COK,A,68,4429,1RQU,A,120,0.1935483870967742,24,124,40,56,4,-76,0.4,False
4413,1COK,A,68,4431,1CKV,A,141,0.2183098591549295,31,142,36,74,1,-80,0.4,False
4413,1COK,A,68,4447,1H6Q,A,168,0.2011834319526627,34,169,33,101,1,-101,0.4,False
4413,1COK,A,68,4448,1F3Y,A,165,0.1916167664670658,32,167,34,99,2,-103,0.4,False
4413,1COK,A,68,4452,2AFP,A,129,0.2076923076923077,27,130,40,62,1,-76,0.4,False
4413,1COK,A,68,4467,1UB1,A,125,0.2137404580152671,28,131,34,63,6,-75,0.4,False
4413,1COK,A,68,4491,1QJT,A,99,0.25,28,112,27,44,13,-56,0.4,False
4413,1COK,A,68,4492,1JBA,A,189,0.1813471502590673,35,193,29,125,4,-123,0.4,False
4413,1COK,A,68,4497,7HSC,A,159,0.2269938650306748,37,163,27,95,4,-89,0.4,False
4413,1COK,A,68,4519,1D7Q,A,143,0.2094594594594594,31,148,32,80,5,-86,0.4,False
4413,1COK,A,68,4528,1DC8,A,123,0.2301587301587301,29,126,36,58,3,-68,0.4,False
4413,1COK,A,68,4553,1DGQ,A,188,0.1927083333333333,37,192,27,124,4,-118,0.4,False
4413,1COK,A,68,4566,1L6U,A,108,0.2568807339449541,28,109,39,41,1,-53,0.4,False
4413,1COK,A,68,4574,1D4B,A,122,0.248,31,125,34,57,3,-63,0.4,False
4413,1COK,A,68,4577,1C05,A,159,0.2111801242236025,34,161,32,93,2,-93,0.4,False
4413,1COK,A,68,4636,1F2H,A,169,0.2011834319526627,34,169,34,101,0,-101,0.4,False
4413,1COK,A,68,4641,1FO7,A,107,0.1944444444444444,21,108,46,40,1,-66,0.4,False
4413,1COK,A,68,4648,1FZT,A,211,0.2075471698113207,44,212,23,144,1,-124,0.4,False
4413,1COK,A,68,4649,1G03,A,134,0.2222222222222222,30,135,37,67,1,-75,0.4,False
4413,1COK,A,68,4664,1JZU,A,157,0.2151898734177215,34,158,33,90,1,-90,0.4,False
4413,1COK,A,68,4668,1IX5,A,151,0.2026143790849673,31,153,35,85,2,-91,0.4,False
4413,1COK,A,68,4688,1ILY,A,90,0.2346938775510204,23,98,37,30,8,-52,0.4,False
4413,1COK,A,68,4697,1D1N,A,99,0.2524271844660194,26,103,38,35,4,-51,0.4,False
4413,1COK,A,68,4700,1CF4,A,184,0.1891891891891892,35,185,32,117,1,-115,0.4,False
4413,1COK,A,68,4701,1D9S,A,136,0.2318840579710145,32,138,34,70,2,-74,0.4,False
4413,1COK,A,68,4706,1CX1,A,153,0.2115384615384615,33,156,32,88,3,-90,0.4,False
4413,1COK,A,68,4716,1N4C,A,182,0.1989247311827957,37,186,27,118,4,-112,0.4,False
4413,1COK,A,68,4717,1F7W,A,144,0.2206896551724138,32,145,35,77,1,-81,0.4,False
4413,1COK,A,68,4735,1JYT,A,163,0.206060606060606,34,165,32,97,2,-97,0.4,False
4413,1COK,A,68,4751,1IVM,A,130,0.2272727272727272,30,132,36,64,2,-72,0.4,False
4413,1COK,A,68,4775,1DUJ,A,187,0.1884816753926701,36,191,28,123,4,-119,0.4,False
4413,1COK,A,68,4779,1PLO,A,122,0.2142857142857142,27,126,37,58,4,-72,0.4,False
4413,1COK,A,68,4791,1JR6,A,138,0.2013888888888889,29,144,33,76,6,-86,0.4,False
4413,1COK,A,68,4797,1KD6,A,179,0.2,36,180,31,112,1,-108,0.4,False
4413,1COK,A,68,4814,1LS4,A,164,0.2048192771084337,34,166,32,98,2,-98,0.4,False
4413,1COK,A,68,4825,1M58,A,106,0.2129629629629629,23,108,43,40,2,-62,0.4,False
4413,1COK,A,68,4841,1E91,A,85,0.2688172043010752,25,93,35,25,8,-43,0.4,False
4417,1B6F,A,159,4424,1QHK,A,47,0.1823899371069182,29,159,18,0,112,-101,0.4,False
4417,1B6F,A,159,4425,3BDO,A,82,0.228395061728395,37,162,42,3,80,-88,0.4,False
4417,1B6F,A,159,4428,1QQV,A,67,0.2085889570552147,34,163,29,4,96,-95,0.4,False
4417,1B6F,A,159,4437,1CEJ,A,96,0.2085889570552147,34,163,58,4,67,-95,0.4,False
4417,1B6F,A,159,4445,1D8B,A,81,0.216867469879518,36,166,38,7,85,-94,0.4,False
4417,1B6F,A,159,4455,1CI5,A,95,0.2409638554216867,40,166,48,7,71,-86,0.4,False
4417,1B6F,A,159,4473,1L6E,A,46,0.1509433962264151,24,159,22,0,113,-111,0.4,False
4417,1B6F,A,159,4478,1B4R,A,80,0.2298136645962732,37,161,41,2,81,-87,0.4,False
4417,1B6F,A,159,4493,1UD7,A,76,0.2331288343558282,38,163,34,4,87,-87,0.4,False
4417,1B6F,A,159,4494,3LRI,A,83,0.2349397590361445,39,166,37,7,83,-88,0.4,False
4417,1B6F,A,159,4496,1OM2,A,95,0.225,36,160,58,1,65,-88,0.4,False
4417,1B6F,A,159,4510,1CXW,A,60,0.1949685534591195,31,159,29,0,99,-97,0.4,False
4417,1B6F,A,159,4514,1D2L,A,45,0.15625,25,160,19,1,115,-110,0.4,False
4417,1B6F,A,159,4516,1D5G,A,96,0.253012048192771,42,166,47,7,70,-82,0.4,False
4417,1B6F,A,159,4524,1DAQ,A,71,0.2147239263803681,35,163,32,4,92,-93,0.4,False
4417,1B6F,A,159,4540,1NLA,A,53,0.1761006289308176,28,159,25,0,106,-103,0.4,False
4417,1B6F,A,159,4579,1HYI,A,65,0.1975308641975308,32,162,30,3,97,-98,0.4,False
4417,1B6F,A,159,4583,1DOQ,A,69,0.23125,37,160,31,1,91,-86,0.4,False
4417,1B6F,A,159,4584,1DP3,A,55,0.1949685534591195,31,159,24,0,104,-97,0.4,False
4417,1B6F,A,159,4588,1ED7,A,45,0.15527950310559,25,161,18,2,116,-111,0.4,False
4417,1B6F,A,159,4589,1EHX,A,94,0.2530864197530864,41,162,50,3,68,-80,0.4,False
4417,1B6F,A,159,4593,1EOQ,A,77,0.2269938650306748,37,163,36,4,86,-89,0.4,False
4417,1B6F,A,159,4602,1DO9,A,94,0.2317073170731707,38,164,51,5,70,-88,0.4,False
4417,1B6F,A,159,4603,1DV5,A,80,0.1925465838509316,31,161,47,2,81,-99,0.4,False
4417,1B6F,A,159,4619,1E0E,A,47,0.1761006289308176,28,159,19,0,112,-103,0.4,False
4417,1B6F,A,159,4621,1E4U,A,78,0.2037037037037037,33,162,42,3,84,-96,0.4,False
4417,1B6F,A,159,4622,1E52,A,56,0.175,28,160,27,1,104,-104,0.4,False
4417,1B6F,A,159,4637,1F43,A,61,0.1975308641975308,32,162,26,3,101,-98,0.4,False
4417,1B6F,A,159,4661,1C15,A,97,0.2195121951219512,36,164,56,5,67,-92,0.4,False
4417,1B6F,A,159,4666,1DCZ,A,77,0.2439024390243902,40,164,32,5,87,-84,0.4,False
4417,1B6F,A,159,4677,1EXK,A,79,0.2222222222222222,36,162,40,3,83,-90,0.4,False
4417,1B6F,A,159,4721,1D8J,A,81,0.2098765432098765,34,162,44,3,81,-94,0.4,False
4417,1B6F,A,159,4740,1GH9,A,71,0.1987577639751552,32,161,37,2,90,-97,0.4,False
4417,1B6F,A,159,4752,1J9I,A,68,0.2298136645962732,37,161,29,2,93,-87,0.4,False
4417,1B6F,A,159,4757,1DV0,A,45,0.1698113207547169,27,159,18,0,114,-105,0.4,False
4417,1B6F,A,159,4759,1QPU,A,106,0.2694610778443114,45,167,53,8,61,-77,0.4,False
4417,1B6F,A,159,4771,1S62,A,102,0.2469879518072289,41,166,54,7,64,-84,0.4,False
4417,1B6F,A,159,4781,1F6U,A,55,0.1761006289308176,28,159,27,0,104,-103,0.4,False
4417,1B6F,A,159,4792,2AN7,A,83,0.2363636363636363,39,165,38,6,82,-87,0.4,False
4417,1B6F,A,159,4829,1JXS,A,98,0.2261904761904762,38,168,51,9,70,-92,0.4,False
4417,1B6F,A,159,4833,1G6E,A,87,0.2215568862275449,37,167,42,8,80,-93,0.4,False
4424,1QHK,A,47,4429,1RQU,A,120,0.1721311475409836,21,122,24,75,2,-80,0.4,False
4424,1QHK,A,47,4431,1CKV,A,141,0.1901408450704225,27,142,19,95,1,-88,0.4,False
4424,1QHK,A,47,4447,1H6Q,A,168,0.1538461538461538,26,169,20,122,1,-117,0.4,False
4424,1QHK,A,47,4448,1F3Y,A,165,0.1845238095238095,31,168,13,121,3,-106,0.4,False
4424,1QHK,A,47,4452,2AFP,A,129,0.183206106870229,24,131,21,84,2,-83,0.4,False
4424,1QHK,A,47,4467,1UB1,A,125,0.192,24,125,23,78,0,-77,0.4,False
4424,1QHK,A,47,4491,1QJT,A,99,0.1881188118811881,19,101,26,54,2,-63,0.4,False
4424,1QHK,A,47,4492,1JBA,A,189,0.1578947368421052,30,190,16,143,1,-130,0.4,False
4424,1QHK,A,47,4497,7HSC,A,159,0.1823899371069182,29,159,18,112,0,-101,0.4,False
4424,1QHK,A,47,4519,1D7Q,A,143,0.193103448275862,28,145,17,98,2,-89,0.4,False
4424,1QHK,A,47,4528,1DC8,A,123,0.1788617886178861,22,123,25,76,0,-79,0.4,False
4424,1QHK,A,47,4553,1DGQ,A,188,0.164021164021164,31,189,15,142,1,-127,0.4,False
4424,1QHK,A,47,4566,1L6U,A,108,0.1834862385321101,20,109,26,62,1,-69,0.4,False
4424,1QHK,A,47,4574,1D4B,A,122,0.1557377049180328,19,122,28,75,0,-84,0.4,False
4424,1QHK,A,47,4577,1C05,A,159,0.1625,26,160,20,113,1,-108,0.4,False
4424,1QHK,A,47,4636,1F2H,A,169,0.1301775147928994,22,169,25,122,0,-125,0.4,False
4424,1QHK,A,47,4641,1FO7,A,107,0.2110091743119266,23,109,22,62,2,-63,0.4,False
4424,1QHK,A,47,4648,1FZT,A,211,0.1516587677725118,32,211,15,164,0,-147,0.4,False
4424,1QHK,A,47,4649,1G03,A,134,0.1544117647058823,21,136,24,89,2,-94,0.4,False
4424,1QHK,A,47,4664,1JZU,A,157,0.1772151898734177,28,158,18,111,1,-102,0.4,False
4424,1QHK,A,47,4668,1IX5,A,151,0.1589403973509933,24,151,23,104,0,-103,0.4,False
4424,1QHK,A,47,4688,1ILY,A,90,0.2043010752688172,19,93,25,46,3,-55,0.4,False
4424,1QHK,A,47,4697,1D1N,A,99,0.21,21,100,25,53,1,-58,0.4,False
4424,1QHK,A,47,4700,1CF4,A,184,0.1521739130434782,28,184,19,137,0,-128,0.4,False
4424,1QHK,A,47,4701,1D9S,A,136,0.1521739130434782,21,138,24,91,2,-96,0.4,False
4424,1QHK,A,47,4706,1CX1,A,153,0.1623376623376623,25,154,21,107,1,-104,0.4,False
4424,1QHK,A,47,4716,1N4C,A,182,0.1648351648351648,30,182,17,135,0,-122,0.4,False
4424,1QHK,A,47,4717,1F7W,A,144,0.1632653061224489,24,147,20,100,3,-99,0.4,False
4424,1QHK,A,47,4735,1JYT,A,163,0.1585365853658536,26,164,20,117,1,-112,0.4,False
4424,1QHK,A,47,4751,1IVM,A,130,0.183206106870229,24,131,22,84,1,-83,0.4,False
4424,1QHK,A,47,4775,1DUJ,A,187,0.1550802139037433,29,187,18,140,0,-129,0.4,False
4424,1QHK,A,47,4779,1PLO,A,122,0.1967213114754098,24,122,23,75,0,-74,0.4,False
4424,1QHK,A,47,4791,1JR6,A,138,0.1870503597122302,26,139,20,92,1,-87,0.4,False
4424,1QHK,A,47,4797,1KD6,A,179,0.1666666666666666,30,180,16,133,1,-120,0.4,False
4424,1QHK,A,47,4814,1LS4,A,164,0.1463414634146341,24,164,23,117,0,-116,0.4,False
4424,1QHK,A,47,4825,1M58,A,106,0.205607476635514,22,107,24,60,1,-63,0.4,False
4424,1QHK,A,47,4841,1E91,A,85,0.2117647058823529,18,85,29,38,0,-49,0.4,False
4425,3BDO,A,82,4429,1RQU,A,120,0.2635658914728682,34,129,39,47,9,-61,0.4,False
4425,3BDO,A,82,4431,1CKV,A,141,0.2413793103448276,35,145,43,63,4,-75,0.4,False
4425,3BDO,A,82,4447,1H6Q,A,168,0.2294117647058823,39,170,41,88,2,-92,0.4,False
4425,3BDO,A,82,4448,1F3Y,A,165,0.2108433734939759,35,166,46,84,1,-96,0.4,False
4425,3BDO,A,82,4452,2AFP,A,129,0.1954887218045112,26,133,52,51,4,-81,0.4,False
4425,3BDO,A,82,4467,1UB1,A,125,0.2325581395348837,30,129,48,47,4,-69,0.4,False
4425,3BDO,A,82,4491,1QJT,A,99,0.2568807339449541,28,109,44,27,10,-53,0.4,False
4425,3BDO,A,82,4492,1JBA,A,189,0.21875,42,192,37,110,3,-108,0.4,False
4425,3BDO,A,82,4497,7HSC,A,159,0.2392638036809816,39,163,39,81,4,-85,0.4,False
4425,3BDO,A,82,4519,1D7Q,A,143,0.2281879194630872,34,149,42,67,6,-81,0.4,False
4425,3BDO,A,82,4528,1DC8,A,123,0.2338709677419354,29,124,52,42,1,-66,0.4,False
4425,3BDO,A,82,4553,1DGQ,A,188,0.2395833333333333,46,192,32,110,4,-100,0.4,False
4425,3BDO,A,82,4566,1L6U,A,108,0.25,29,116,45,34,8,-58,0.4,False
4425,3BDO,A,82,4574,1D4B,A,122,0.2403100775193798,31,129,44,47,7,-67,0.4,False
4425,3BDO,A,82,4577,1C05,A,159,0.253012048192771,42,166,33,84,7,-82,0.4,False
